,path_to_video,path_to_video,path_to_video,datasetID,subjectNr,start,end,label,class,subjects,trainTest
19,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS2.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS2.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS2.avi,2,2,4050.0,7850.0,3,Side Fall,single,VALIDATION
20,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS3.avi,2,3,0.0,3300.0,0,NoFall,single,TEST
21,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS3.avi,2,3,3350.0,8300.0,2,Backward Fall,single,TEST
22,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS3.avi,2,3,0.0,4150.0,0,NoFall,single,TEST
23,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS3.avi,2,3,4200.0,7650.0,1,Forward Fall,single,TEST
24,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS3.avi,2,3,0.0,5050.0,0,NoFall,single,TEST
25,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS3.avi,2,3,5100.0,8550.0,3,Side Fall,single,TEST
26,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS3.avi,2,3,0.0,2600.0,0,NoFall,single,TEST
27,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS3.avi,2,3,2650.0,11000.0,3,Side Fall,single,TEST
28,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS3.avi,2,3,0.0,2500.0,0,NoFall,single,TEST
29,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS3.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS3.avi,2,3,2550.0,10100.0,3,Side Fall,single,TEST
30,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS4.avi,2,4,0.0,3450.0,0,NoFall,single,VALIDATION
31,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS4.avi,2,4,3500.0,9600.0,2,Backward Fall,single,TRAIN
32,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS4.avi,2,4,0.0,1200.0,0,NoFall,single,VALIDATION
33,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS4.avi,2,4,1250.0,8400.0,1,Forward Fall,single,VALIDATION
34,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS4.avi,2,4,0.0,3000.0,0,NoFall,single,TRAIN
35,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS4.avi,2,4,3050.0,8100.0,3,Side Fall,single,TRAIN
36,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS4.avi,2,4,0.0,2300.0,0,NoFall,single,TRAIN
37,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS4.avi,2,4,2350.0,7500.0,3,Side Fall,single,TRAIN
38,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS4.avi,2,4,0.0,3000.0,0,NoFall,single,TRAIN
39,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS4.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS4.avi,2,4,3050.0,9900.0,3,Side Fall,single,TRAIN
40,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS5.avi,2,5,0.0,2350.0,0,NoFall,single,TEST
41,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS5.avi,2,5,2400.0,10700.0,2,Backward Fall,single,TEST
42,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS5.avi,2,5,0.0,2850.0,0,NoFall,single,TEST
43,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS5.avi,2,5,2900.0,10000.0,1,Forward Fall,single,TEST
44,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS5.avi,2,5,0.0,3750.0,0,NoFall,single,TEST
45,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS5.avi,2,5,3800.0,12350.0,3,Side Fall,single,TEST
46,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS5.avi,2,5,0.0,3700.0,0,NoFall,single,TEST
47,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS5.avi,2,5,3750.0,10950.0,3,Side Fall,single,TEST
48,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS5.avi,2,5,0.0,3400.0,0,NoFall,single,TEST
49,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS5.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS5.avi,2,5,3450.0,11450.0,3,Side Fall,single,TEST
50,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS6.avi,2,6,0.0,4500.0,0,NoFall,single,TRAIN
51,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS6.avi,2,6,4550.0,12800.0,2,Backward Fall,single,TRAIN
52,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS6.avi,2,6,0.0,4100.0,0,NoFall,single,TRAIN
53,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS6.avi,2,6,4150.0,10100.0,1,Forward Fall,single,TRAIN
54,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS6.avi,2,6,0.0,2500.0,0,NoFall,single,VALIDATION
55,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS6.avi,2,6,2550.0,11450.0,3,Side Fall,single,VALIDATION
56,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS6.avi,2,6,0.0,4000.0,0,NoFall,single,TRAIN
57,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS6.avi,2,6,4050.0,11450.0,3,Side Fall,single,VALIDATION
58,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS6.avi,2,6,0.0,5300.0,0,NoFall,single,TRAIN
59,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS6.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS6.avi,2,6,5350.0,12400.0,3,Side Fall,single,TRAIN
60,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS7.avi,2,7,0.0,4550.0,0,NoFall,single,TRAIN
61,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS7.avi,2,7,4600.0,12600.0,2,Backward Fall,single,VALIDATION
62,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS7.avi,2,7,0.0,2100.0,0,NoFall,single,TRAIN
63,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS7.avi,2,7,2150.0,8100.0,1,Forward Fall,single,TRAIN
64,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS7.avi,2,7,0.0,3600.0,0,NoFall,single,TRAIN
65,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS7.avi,2,7,3650.0,10600.0,3,Side Fall,single,VALIDATION
66,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS7.avi,2,7,0.0,2250.0,0,NoFall,single,TRAIN
67,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS7.avi,2,7,2300.0,8300.0,3,Side Fall,single,TRAIN
68,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS7.avi,2,7,0.0,2300.0,0,NoFall,single,TRAIN
69,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS7.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS7.avi,2,7,2350.0,10350.0,3,Side Fall,single,TRAIN
70,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS8.avi,2,8,0.0,3150.0,0,NoFall,single,TRAIN
71,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS8.avi,2,8,3200.0,10600.0,2,Backward Fall,single,TRAIN
72,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS8.avi,2,8,0.0,1950.0,0,NoFall,single,TRAIN
73,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS8.avi,2,8,2000.0,6100.0,1,Forward Fall,single,TRAIN
74,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS8.avi,2,8,0.0,2800.0,0,NoFall,single,TRAIN
75,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS8.avi,2,8,2850.0,10100.0,3,Side Fall,single,TRAIN
76,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS8.avi,2,8,0.0,2900.0,0,NoFall,single,VALIDATION
77,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS8.avi,2,8,2950.0,11450.0,3,Side Fall,single,TRAIN
78,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS8.avi,2,8,0.0,3950.0,0,NoFall,single,TRAIN
79,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS8.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS8.avi,2,8,4000.0,11700.0,3,Side Fall,single,TRAIN
80,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS9.avi,2,9,0.0,3200.0,0,NoFall,single,TRAIN
81,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/backwards/FallBackwardsS9.avi,2,9,3250.0,12600.0,2,Backward Fall,single,TRAIN
82,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,2,9,0.0,2750.0,0,NoFall,single,TRAIN
83,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,2,9,2800.0,5100.0,1,Forward Fall,single,TRAIN
84,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/forward/FallForwardS9.avi,2,9,5150.0,7400.0,0,NoFall,single,VALIDATION
85,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS9.avi,2,9,0.0,2700.0,0,NoFall,single,TRAIN
86,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallLeftS9.avi,2,9,2750.0,10350.0,3,Side Fall,single,TRAIN
87,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS9.avi,2,9,0.0,2800.0,0,NoFall,single,TRAIN
88,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallRightS9.avi,2,9,2850.0,9450.0,3,Side Fall,single,TRAIN
89,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS9.avi,/lsdf/data/activity/fall_detection/CAUCAFall/video/side/FallSittingS9.avi,2,9,0.0,4400.0,0,NoFall,single,TRAIN
